Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Terézvárosi Önkormányzat Mesevilág Óvodája,Budapest,VI,"Budapest, Munkácsy Mihály u. 10, 1063",47.5126508,19.0730652,School,Hungarian,6-18,4.7,,Public (Free),IB (International Baccalaureate),http://www.mesevilagom.hu/,(06 1) 274 8126,
Kisdeák Evangelikus Óvoda,Budapest,V,"Budapest, Deák Ferenc tér 4, 1052",47.496975,19.054367,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,06 20 258 3279,
Kincseskert Óvoda,Budapest,VI,"Budapest, Bajza u. 46, 1062",47.51212049999999,19.0710126,Kindergarten,Hungarian,3-6,4.2,,Public (Free),IB (International Baccalaureate),https://www.kincseskertovoda.hu/,(06 1) 331 7373,
Budapest Donáti utca 51,Budapest,V,"Budapest, Donáti u. 52, 1051",47.5047688,19.0363636,School,Hungarian,6-18,,,Unknown (Needs verification),IB (International Baccalaureate),https://www.csiribolcsi.hu/,,
Osztrák–Magyar óvoda,Budapest,XII,"Budapest, Orbánhegyi út 37, 1126",47.4979439,19.0113578,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),https://osztrakovi.hu/,(06 1) 356 3965,
Erzsébetvárosi Brunszvik Teréz Óvoda,Budapest,VII,"Budapest, Rózsák tere 7, 1074",47.5013614,19.0767732,Kindergarten,Hungarian,3-6,4.4,,Public (Free),Hungarian National Curriculum (NAT),http://www.brunszvikovi.hu/,(06 1) 322 4060,
BILINGUAL,Budapest,III,"Budapest, Bokor u. 15-21, 1037",47.5314043,19.0382539,Primary,Hungarian,6-18,2.7,1600,Unknown (Bilingual - verify),IB (International Baccalaureate),https://bilingual.hu/,06 30 266 3776,Bilingual education (Hungarian-English)
"Horvát Óvoda, Általános Iskola, Gimnázium és Kollégium",Budapest,XIV,"Budapest, Kántorné stny. 1-5, 1144",47.5050858,19.140317,Kindergarten,Hungarian,3-6,4.2,,Public (Free),IB (International Baccalaureate),http://www.hosig.hu/,(06 1) 220 9385,
Óbudai Hétpettyes Óvoda Szín-Kör-Játék Tagóvodája,Budapest,III,"Budapest, Solymár u. 12-14, 1032",47.541291,19.0368854,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.hetpettyovi.hu/#/home,(06 1) 388 6157,
Óbudai Hétpettyes Óvoda,Budapest,III,"Budapest, Harrer Pál u. 7, 1033",47.5439666,19.0448729,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 368 2236,
Óbudai Százszorszép Óvoda,Budapest,III,"Budapest, Reménység u. 6, 1032",47.54152819999999,19.0330777,Kindergarten,Hungarian,3-6,3.4,,Public (Free),IB (International Baccalaureate),http://www.szazszorszepovi.hu/,(06 1) 368 4240,
Óbudai Meseerdő Óvoda - Kerék utcai telephely,Budapest,III,"Budapest, Kerék u. 12-14, 1035",47.5446534,19.041394,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://meseerdo.obudaiovodak.hu/,(06 1) 368 6663,
Óbudai Meseerdő Óvoda,Budapest,III,"Budapest, Váradi u. 9-11, 1035",47.545798,19.0356252,Kindergarten,Hungarian,3-6,4,,Public (Free),IB (International Baccalaureate),http://meseerdo.obudaiovodak.hu/,(06 1) 368 8026,
Cseresznyevirág Művészeti Óvoda,Budapest,III,"Budapest, Pais Dezső u. 2, 1039",47.6011372,19.0497914,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 243 2948,Arts programs
Óbudai Waldorf Óvoda,Budapest,III,"Budapest, Harrer Pál u. 9, 1033",47.5444245,19.0455823,"Kindergarten, Alternative",Hungarian,3-6,5,,"€2,000-€4,000/year",Hungarian National Curriculum,http://owo.hu/,(06 1) 387 2530,Waldorf/Steiner pedagogy
Óbudai Hétpettyes Óvoda,Budapest,III,"Budapest, Törzs u. 2, 1032",47.542901,19.0362362,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 368 9603,
Óbudai Vackor Óvoda,Budapest,III,"Budapest, Árpád fejedelem útja 60, 1036",47.5301908,19.0405082,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 388 6753,
Gyermeksziget Montessori Óvoda,Budapest,III,"Budapest, Zipernovszky Károly u. 2, 1039",47.5986857,19.0632552,"Kindergarten, Alternative",Hungarian,3-6,5,,"€3,000-€6,000/year",Hungarian National Curriculum (NAT),,(06 1) 243 8427,Montessori method
Óbudai Mesevilág Óvoda Vízi Tagóvodája,Budapest,III,"Budapest, Viziorgona utca 2, 1039",47.5974497,19.0499801,Kindergarten,Hungarian,3-6,3.9,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 243 1360,
Óbudai Almáskert Óvoda,Budapest,III,"Budapest, Szérűskert u. 37, 1033",47.5567055,19.0432844,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),https://almaskert.obudaiovodak.hu/,(06 1) 250 0657,
Óbudai Mesevilág Óvoda (Székhely),Budapest,III,"Budapest, Bárczi Géza u. 1, 1039",47.5951349,19.0480618,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 243 1508,
Cseppke Óvoda (Tagóvoda),Budapest,III,"Budapest, Bárczi Géza u. 2, 1039",47.5947864,19.0463839,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),,,
Csillagszem Waldorf Óvoda,Budapest,III,"Budapest, Ezüsthegy u. 76, 1038",47.6027796,19.0476647,"Kindergarten, Alternative",Hungarian,3-6,3.9,,"€2,000-€4,000/year",Hungarian National Curriculum,http://csillagszemwaldorf.hu/letoltheto-dokumentumok,06 20 533 4284,Waldorf/Steiner pedagogy
Óbudai Waldorf Iskola,Budapest,III,"Budapest, Bécsi út 375, 1037",47.5726149,19.0171381,Alternative,Hungarian,6-18,4.5,,"€2,000-€4,000/year",Waldorf/Steiner Education,http://waldorf-obuda.hu/,(06 1) 430 0921,Waldorf/Steiner pedagogy
"Kipp - Kopp Óvoda, Beszélj Velem Óvoda És Fejlesztőközpont",Budapest,XXII,"Budapest, Nagytétényi út 67, 1225",47.3999485,19.005831,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),https://beszeljvelem.hu/,06 30 970 5085,
Óvó Klub Magánóvoda,Budapest,XIV,"Budapest, Dorozsmai u. 21, 1142",47.5223362,19.0982925,Kindergarten,Hungarian,3-6,4.4,,Private (Fee-paying),IB (International Baccalaureate),http://www.ovoklub.hu/,06 20 912 7267,
Hétszínvirág Összevont Óvoda Székhelyovi,Budapest,XV,"Budapest, Aulich Lajos u. 46-62, 1154",47.5504933,19.1291275,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),http://hetszinviragovi.hu/aulich,(06 1) 417 2361,
Budapesti Bőrfestő óvoda,Budapest,IV,"Budapest, 1048",47.5887687,19.1168609,Kindergarten,Hungarian,3-6,4.4,,Public (Free),IB (International Baccalaureate),http://www.borfestoovi.hu/,(06 1) 380 7199,
Óbudai Meseerdő Óvoda Szivárvány Tagóvodája,Budapest,III,"Budapest, Szél u. 23-25, 1035",47.5481935,19.0404921,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://meseerdo.obudaiovodak.hu/,(06 1) 388 4159,
Óvodák Meseerdő Óvoda,Budapest,III,"Budapest, Meggyfa u 14, 1035",47.549205,19.0376662,Kindergarten,Hungarian,3-6,4.2,,Public (Free),Hungarian National Curriculum (NAT),http://meseerdoovi.uw.hu/,(06 1) 368 7466,
Pitypang Művészeti Óvoda Gyöngyforrás Tagóvodája,Budapest,III,"Budapest, Dósa u. 4, 1031",47.5746762,19.0559227,Kindergarten,Hungarian,3-6,2.8,,Public (Free),Hungarian National Curriculum (NAT),http://www.pitypangmuveszetiovoda.hu/,(06 1) 388 2448,Arts programs
Óbudai Gyermekvilág Óvoda Kanóc Tagóvodája,Budapest,III,"Budapest, Kanóc u. 3, 1031",47.5691999,19.0509569,Kindergarten,Hungarian,3-6,3.8,,Public (Free),Hungarian National Curriculum (NAT),http://www.gyermekvilag-obuda.hu/,(06 1) 242 6831,
Budapest Főváros XIII. Kerületi Önkormányzat Egyesített Óvoda Gyermekkert Tagóvodája,Budapest,XIII,"Budapest, Tüzér u. 62, 1134",47.5271688,19.072914,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://ovoda.bp13.hu/gyermekkert-tagovoda/elerhetosegek/,,
Park Óvoda,Budapest,IV,"Budapest, Külső Szilágyi út 46, 1048",47.5849292,19.1154396,Kindergarten,Hungarian,3-6,3.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.parkovi.hu/,(06 1) 380 6795,
Gyerekbirodalom Bölcsőde és Óvoda,Budapest,II,"Budapest, Patakhegyi u. 17, 1028",47.5729295,18.9577463,Nursery,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum,http://www.gyerekbirodalom.hu/,06 30 472 7495,
Törökvész úti óvoda,Budapest,II,"Budapest, Törökvész út 18, 1022",47.52193399999999,19.0190406,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),http://kezmuvesovi.hu/,(06 1) 326 5356,
Meséskert Tagóvoda,Budapest,XIII,"Budapest, Kassák Lajos u. 17, 1134",47.5199767,19.0638314,Kindergarten,Hungarian,3-6,4.4,,Public (Free),Hungarian National Curriculum,http://ovoda.bp13.hu/index.php?lang=hun&page=cms&spage=struktura&id=1894&mikrohonlap_id=1494,06 30 476 2378,
Hétszín Tagóvoda,Budapest,XIII,"Budapest, Gogol u. 32, 1133",47.520495,19.0600926,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://ovoda.bp13.hu/hetszin-tagovoda/,(06 1) 340 9585,
Nyitnikék Tagóvoda,Budapest,XIII,"Budapest, Madarász Viktor u. 3, 1131",47.5436875,19.0742872,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum,http://ovoda.bp13.hu/index.php?lang=hun&page=cms&spage=showpage&id=1438&mikrohonlap_id=3331,(06 1) 340 8040,
Delfino Bölcsőde Óvoda 11. kerület,Budapest,XI,"Budapest, Kővirág sor 135, 1116",47.4514775,19.0261705,Nursery,Hungarian,3-6,4.3,,Public (Free),IB (International Baccalaureate),http://www.delfino.hu/,06 30 922 3985,
Óvodák,Budapest,XXIII,"Budapest, Csillag u. 1, 1238",47.4094146,19.1192483,School,Hungarian,6-18,4.2,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 286 0030,
"Úszó Pingvin Magánóvoda Budapest - Óvoda, Sportóvoda, Angol Nyelvű Óvoda, Babaúszás, Úszásoktatás Gyerekeknek",Budapest,,"Budapest, Margitsziget 23800, 1007",47.5204913,19.0425908,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),IB (International Baccalaureate),http://uszoovi.hu/,06 30 919 8187,Sports programs
Szemere Bertalan Általános Iskola,Budapest,V,"Budapest, Szemere u. 5, 1054",47.5072104,19.0510219,Elementary,Hungarian,6-14,3.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.szbg.hu/,(06 1) 872 7801,
Áldás Utcai Általános Iskola,Budapest,II,"Budapest, Áldás u. 1, 1025",47.5177738,19.0272568,Elementary,Hungarian,6-14,,31,Public (Free),IB (International Baccalaureate),https://aldassuli.hu/,(06 1) 212 4258,
MOA Magán Általános Iskola,Budapest,III,"Budapest, Kalászi u. 5, 1031",47.5777203,19.0559258,Elementary,Hungarian,6-14,4.4,,Private (Fee-paying),IB (International Baccalaureate),http://moasuli.hu/,06 70 636 7676,
Óbudai Nagy László Általános Iskola,Budapest,III,"Budapest, Váradi u. 15b, 1035",47.5444474,19.0313399,Elementary,Hungarian,6-14,3.5,,Public (Free),IB (International Baccalaureate),https://obudainagylaszlovaradi.hu/,(06 1) 388 7747,
Városligeti Magyar-Angol Két Tanítási Nyelvű Általános Iskola,Budapest,XIV,"Budapest, Hermina út 9, 1146",47.51235579999999,19.0952186,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://varosligeti-altisk.hu/,(06 1) 363 3525,Bilingual education (Hungarian-English)
Dr. Mező Ferenc Általános Iskola,Budapest,XIV,"Budapest, Ond vezér park 5, 1144",47.5071453,19.1476354,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,https://www.mezosuli.hu/,(06 1) 383 8206,
Újpesti Karinthy Frigyes Magyar-Angol Kéttanítási Nyelvű Általános Iskola,Budapest,IV,"Budapest, Hajló u. 2-8, 1048",47.58104549999999,19.1088119,Elementary,Hungarian,6-14,4.1,,Public (Free),Hungarian National Curriculum,https://karinthyisk.edu.hu/Pages/default.htm,(06 1) 230 6391,
Budapest IX. Kerületi Molnár Ferenc Magyar-Angol Két Tanítási Nyelvű Általános Iskola,Budapest,IX,"Budapest, Mester u. 19, 1095",47.479388,19.0721804,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.mofe.hu/,06 30 397 0230,Bilingual education (Hungarian-English)
Erzsébetvárosi Magyar-Angol Két Tanítási Nyelvű Általános Iskola és Művészeti Szakgimnázium,Budapest,VII,"Budapest, Kertész u. 30, 1073",47.5006579,19.0666757,Elementary,Hungarian,6-14,4.3,,Public (Free),Hungarian National Curriculum (NAT),http://www.erzsebetvarosiiskola.hu/,(06 1) 322 7694,"Bilingual education (Hungarian-English), Arts programs"
Kós Károly Általános Iskola,Budapest,XIX,"Budapest, Hungária út 28, 1192",47.4553108,19.1232299,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.kosiskola.hu/,(06 1) 282 9997,
ELTE Bárczi Gusztáv Gyakorló Általános Iskola,Budapest,VII,"Budapest, Damjanich u. 41-43, 1071",47.5087413,19.0809605,Elementary,Hungarian,6-14,4.4,,Public (Free),IB (International Baccalaureate),http://barczigyakorlo.elte.hu/,(06 1) 461 3726,
Molnár Ferenc Magyar–Angol Két Tanítási Nyelvű Általános Iskola,Budapest,VIII,"Budapest, Somogyi Béla u. 9-15, 1085",47.4947776,19.0694332,Elementary,Hungarian,6-14,,2024,Public (Free),Hungarian National Curriculum (NAT),https://grundsuli.edu.hu/,(06 1) 484 0660,Bilingual education (Hungarian-English)
Budapest XIV. Kerületi Jókai Mór Általános Iskola,Budapest,XIV,"Budapest, Erzsébet királyné útja 35-37, 1145",47.5214876,19.1005815,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://jokailapja.hu/,(06 1) 467 0918,
Budapest VI. Kerületi Derkovits Gyula Általános Iskola,Budapest,VI,"Budapest, Városligeti fasor 4, 1068",47.5080992,19.0730714,Elementary,Hungarian,6-14,4.4,,Public (Free),IB (International Baccalaureate),http://www.derkovits.hu/,(06 1) 342 8542,
Budapest I. Kerületi Batthyány Lajos Általános Iskola,Budapest,I,"Budapest, Batthyány u. 8, 1015",47.50664399999999,19.035815,Elementary,Hungarian,6-14,,,Public (Free),Montessori Method,http://www.batyi.hu/,(06 1) 225 8742,
Fillér Utcai Általános Iskola,Budapest,II,"Budapest, Fillér u. 70-76, 1022",47.5167884,19.0125141,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.filleriskola.hu/,(06 1) 326 6616,
Budapest XIV. Kerületi Liszt Ferenc Általános Iskola,Budapest,XIV,"Budapest, Hermina út 23, 1146",47.514335,19.0933769,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.lisztiskola.hu/,(06 1) 383 3291,
Budapest XIV. Kerületi Móra Ferenc Általános Iskola,Budapest,XIV,"Budapest, Újváros park 2, 1144",47.512417,19.1424169,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,https://moraiskolazuglo.hu/,(06 1) 363 7421,
Megyeri Úti Általános Iskola,Budapest,IV,"Budapest, Megyeri út 20, 1044",47.5805246,19.0884,Elementary,Hungarian,6-14,3.7,,Public (Free),IB (International Baccalaureate),http://www.megyerisuli.hu/,(06 1) 233 2370,
Óbudai Harrer Pál Általános Iskola,Budapest,III,"Budapest, Harrer Pál u. 7, 1033",47.5431211,19.0451134,Elementary,Hungarian,6-14,,2019,Public (Free),IB (International Baccalaureate),http://harrersuli.hu/,(06 1) 250 0887,
Dr. Béres József Általános Iskola,Budapest,III,"Budapest, Keve u. 41, 1031",47.57490749999999,19.0580197,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://drberesjozsefiskola.hu/,(06 1) 368 9220,
Tüskevár Általános Iskola és Gimnázium,Budapest,IV,"Budapest, Lőrincz utca 40, 1041",47.5640419,19.0898708,Elementary,Hungarian,6-14,4,,Public (Free),IB (International Baccalaureate),http://www.tuskevariskola.hu/,(06 1) 274 4097,
Budapest XIII. Kerületi Tomori Pál Általános Iskola,Budapest,XIII,"Budapest, Tomori u. 2, 1131",47.54521,19.0767203,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,http://www.tomoriiskola.hu/,(06 1) 320 8893,
Csik Ferenc Általános Iskola és Gimnázium,Budapest,II,"Budapest, Medve u. 5-7, 1027",47.5086108,19.0358348,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.csikferenc.hu/,(06 1) 201 1137,
X. kerületi Éltes Mátyás Általános Iskola és Kollégium,Budapest,X,"Budapest, Újhegyi stny. 9-11, 1108",47.469306,19.1611718,Elementary,Hungarian,6-14,4.2,,Public (Free),IB (International Baccalaureate),http://www.eltescentrum.hu/,(06 1) 262 4313,
Pasaréti Szabó Lőrinc Magyar-Angol Két Tanítási Nyelvű Általános Iskola és Gimnázium „Fenyves”,Budapest,II,"Budapest, Fenyves u. 1-3, 1026",47.5215724,18.9995899,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),https://szli.hu/,(06 1) 394 3924,Bilingual education (Hungarian-English)
Budapest XVI. Kerületi Táncsics Mihály Általános Iskola és Gimnázium,Budapest,XVI,"Budapest, Táncsics u. 7, 1165",47.5132321,19.2050529,Elementary,Hungarian,6-14,3.4,4,Public (Free),Hungarian National Curriculum,http://tancsics16.hu/,(06 1) 407 2806,
Albertfalvai Don Bosco Katolikus Általános Iskola,Budapest,XI,"Budapest, Albertfalva u. 9, 1116",47.4485004,19.0350053,"Elementary, Religious",Hungarian,6-14,4.2,,Free or nominal fees (Church school),IB (International Baccalaureate),http://www.donboscoiskola.hu/new_site/main.html,(06 1) 208 4030,Catholic education
Remetekertvárosi Általános Iskola,Budapest,II,"Budapest, Máriaremetei út 71, 1028",47.547546,18.9542967,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://remete.edu.hu/,(06 1) 275 8675,
Új Suli Általános Alapítványi Iskola,Budapest,XVI,"Budapest, Baross Gábor u. 38, 1165",47.515967,19.1900076,School,Hungarian,6-14,3,,Private (Fee-paying),IB (International Baccalaureate),http://www.ujsuli.hu/,(06 1) 404 0210,
Budapest V. Kerületi Szent István Magyar - Angol Két Tanítási Nyelvű Általános iskola,Budapest,V,"Budapest, Szemere u. 3, 1054",47.5069167,19.0510741,Elementary,Hungarian,6-14,3.2,,Public (Free),Hungarian National Curriculum (NAT),http://www.szti.hu/,(06 1) 872 7951,Bilingual education (Hungarian-English)
Újlaki Általános Iskola,Budapest,II,"Budapest, Ürömi u. 64, 1023",47.5275124,19.0333134,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://www.ujlakischool.org/,(06 1) 335 0720,
Erkel Ferenc Általános Iskola,Budapest,VI,"Budapest, Felsőerdősor u. 20, 1068",47.50885419999999,19.0706995,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.erkelferenc.hu/,(06 1) 322 8449,
"Gennaro Verolino Általános Iskola és Speciális Szakiskola, Diákotthon és Gyermekotthon",Budapest,XII,"Budapest, Hegyhát út 19, 1121",47.4977683,18.9735378,"Elementary, Special Education",Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.hegyhatiskola.hu/,(06 1) 275 4297,Special education services
"Dió Általános Iskola, Előkészítő Szakiskola, EGYMI, Kollégium és Gyermekotthon",Budapest,IX,"Budapest, Friss u. 2, 1098",47.463233,19.1183413,Elementary,Hungarian,6-14,4.8,,Public (Free),Hungarian National Curriculum (NAT),http://frissdio.hu/,(06 1) 377 9908,
Arany János Általános és Alapfokú Művészeti Iskola,Budapest,XIV,"Budapest, Újvidék tér 3, 1145",47.51137809999999,19.1072369,Primary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://aranyjanos-zuglo.edu.hu/,(06 1) 383 6398,Arts programs
Laborc Általános Iskola,Budapest,III,"Budapest, Vihar u. 31, 1035",47.5487418,19.0391144,Elementary,Hungarian,6-14,4.6,,Public (Free),IB (International Baccalaureate),http://laborciskola.hu/,(06 1) 436 0118,
Andor Ilona Ének-Zenei Általános és Alapfokú Művészeti Baptista Iskola,Budapest,III,"Budapest, Mókus u. 2, 1036",47.53708280000001,19.0432709,Primary,Hungarian,6-14,,,Free or nominal fees (Church school),IB Primary Years Programme (PYP),,(06 1) 388 8903,"Arts programs, Music programs"
Diákszempont Általános Iskola és Gimnázium,Budapest,VI,"Budapest, Lovag u. 9-11, 1066",47.5066074,19.057703,Elementary,Hungarian,6-14,4,2020,Public (Free),IB (International Baccalaureate),http://diakszempont.hu/,06 70 411 8311,
